dose,RR,lb,ub
12.432672672672675,0.6335882011436975,0.4405512488111776,0.9112084228833116
12.50667667667668,0.6333212491806786,0.4400773697124722,0.91142110971494406
12.580680680680683,0.6330636381655923,0.4396128426046893,0.9116420885088607
12.654684684684687,0.6328151911530824,0.4391574245230111,0.9118713331308579
12.728688688688692,0.6325757318606918,0.4387108745264633,0.9121088164751031
12.802692692692695,0.6323450846443524,0.4382729536612092,0.9123545104336291
12.8766966966967,0.6321230744743872,0.4378434249252961,0.9126083858656255
12.950700700700702,0.6319095269120252,0.4374220532348219,0.9128704125665505
13.024704704704707,0.6317042680864186,0.4370086053914908,0.9131405592370697
13.098708708708712,0.6315071246721643,0.4366028500515296,0.9134187934518437
13.172712712712714,0.6313179238673216,0.43620455769593186,0.9137050816281793
13.246716716716719,0.6311364933719228,0.43581350060199975,0.9139993889945578
13.320720720720724,0.6309626613669729,0.43542945281615403,0.9143016795590628
13.394724724724727,0.6307962564939382,0.43505219012798546,0.9146119160777223
13.468728728728731,0.6306371078347125,0.4346814900455083,0.9149300600227857
13.542732732732736,0.6304850448920657,0.4343171317715982,0.915256071550952
13.616736736736739,0.6303398975705685,0.4339588961815771,0.9155899094715748
13.690740740740743,0.6302014961579874,0.4336065658019173,0.9159315312148569
13.764744744744748,0.6300696713071513,0.4332599247900357,0.916280892800062
13.83874874874875,0.6299442540182868,0.4329187589151525,0.916637948803762
13.912752752752755,0.6298250756218149,0.43258285554017756,0.9170026523281433
13.98675675675676,0.6297119677616109,0.43225200360460075,0.917374954969392
14.060760760760763,0.6296047623787273,0.43192599360836137,0.9177548067861874
14.134764764764768,0.6295032916955687,0.4316046175966553,0.9181421562683187
14.20876876876877,0.6294073882005259,0.4312876691456643,0.9185369503054572
14.282772772772775,0.6293168846330626,0.43097494334917125,0.9189391341561041
14.35677677677678,0.6292316139692533,0.4306662368060355,0.9193486514167408
14.430780780780783,0.6291514094077715,0.4303613476084991,0.9197654439912067
14.504784784784787,0.6290761043563243,0.43006007533129553,0.9201894520603299
14.578788788788792,0.6290055324185354,0.4297622210215327,0.920620614051838
14.652792792792795,0.628939527381273,0.42946758718932465,0.9210588666105782
14.7267967967968,0.6288779232024202,0.4291759777991395,0.9215041445690674
14.800800800800804,0.6288205539990867,0.4288871982618378,0.9219563809184048
14.874804804804807,0.6287672540362672,0.42860105542737886,0.9224155067795782
14.948808808808812,0.6287178577159316,0.4283173575781562,0.9228814513751792
15.022812812812816,0.6286721995665606,0.42803591442294603,0.9233541420015716
15.096816816816819,0.6286301142331173,0.42775653709143635,0.9238335040015302
15.170820820820824,0.6285914364674547,0.4274790381293098,0.9243194607373814
15.244824824824828,0.6285560011191627,0.4272032314938561,0.9248119335646803
15.318828828828831,0.6285236431268464,0.4269289325500831,0.9253108418064426
15.392832832832836,0.6284941975098433,0.4266559580673063,0.9258161027279702
15.46683683683684,0.6284674993603734,0.42638412621618754,0.926327631512296
15.540840840840843,0.6284433838361215,0.4261132565661948,0.926845341236274
15.614844844844848,0.628421686153256,0.4258431700834647,0.9273691428473513
15.688848848848851,0.6284022415798785,0.42557368912903665,0.9278989451410447
15.762852852852856,0.628384885429905,0.4253046374574361,0.9284346547391521
