dose,RR,lb,ub
0,1,1,1
0.05654654654654655,0.9988016712539232,0.9985162393884437,0.9990871847118161
0.1130930930930931,0.9976048182907179,0.997034733531131,0.9981752290135056
0.16963963963963963,0.99640947898996,0.9955555320543223,0.9972641584064543
0.2261861861861862,0.995215691043161,0.9940786842743893,0.9963539982969071
0.28273273273273275,0.9940234919543744,0.992604239198962,0.9954447739962883
0.33927927927927926,0.9928329190408175,0.9911322455281003,0.9945365107215288
0.3958258258258258,0.9916440094335057,0.9896627516554908,0.9936292335953988
0.4523723723723724,0.990456800077902,0.988195805669666,0.9927229676468465
0.5089189189189189,0.9892713277345796,0.9867314553552499,0.9918177378113429
0.5654654654654655,0.988087628979898,0.985269748194225,0.9909135689312327
0.6220120120120121,0.986905740206693,0.9838107313672235,0.9900104857560915
0.6785585585585585,0.9857256976249802,0.9823544517548417,0.989108512943088
0.7351051051051051,0.9845475372626714,0.9809009559389767,0.9882076750573531
0.7916516516516516,0.983371294966304,0.9794502902041852,0.9873079965723549
0.8481981981981982,0.982197006401784,0.9780025005390646,0.9864095018702791
0.9047447447447448,0.9810247070551414,0.9765576326376568,0.9855122152424154
0.9612912912912913,0.9798544322332989,0.9751157319008718,0.9846161608895505
1.0178378378378379,0.9786862170648523,0.9736768434379333,0.9837213629223663
1.0743843843843843,0.9775200965008647,0.9722410120678456,0.9828278453618445
1.130930930930931,0.9763561053156722,0.9708082823208811,0.9819356321396764
1.1874774774774774,0.9751942781077019,0.9693786984400867,0.9810447470986793
1.2440240240240241,0.9740346493003029,0.9679523043828121,0.9801552139932185
1.3005705705705706,0.9728772531425888,0.966529143822257,0.9792670564896352
1.357117117117117,0.9717221237102914,0.9651092601490373,0.9783802981666798
1.4136636636636637,0.9705692949066281,0.9636926964727721,0.9774949625159522
1.4702102102102101,0.9694188004631794,0.9622794956236876,0.9766110729423466
1.5267567567567568,0.9682706739407786,0.9608697001542414,0.9757286527645026
1.5833033033033033,0.9671249487304129,0.9594633523407639,0.9748477252152626
1.63984984984985,0.9659816580541364,0.9580604941851187,0.9739683134421351
1.6963963963963964,0.9648408349659937,0.9566611674163807,0.97309044050776206
1.752942942942943,0.9637025123529549,0.9552654134925316,0.9722141293903949
1.8094894894894895,0.9625667229358618,0.9538732736021722,0.9713394029843736
1.866036036036036,0.9614334992703849,0.9524847886662535,0.9704662841006135
1.9225825825825826,0.9603028737479917,0.9510999993398224,0.9695947954670971
1.979129129129129,0.959174878596925,0.9497189460137856,0.9687249597293716
2.0356756756756758,0.9580495458831922,0.9483416688166896,0.9678567994510523
2.0922222222222224,0.9569269075115662,0.9469682076165156,0.9669903371143324
2.1487687687687687,0.955806995226594,0.9455986020224918,0.9661255951204973
2.2053153153153153,0.9546898406136191,0.94423289138692,0.9652625957904468
2.261861861861862,0.9535754750998118,0.9428711148070187,0.9644013613652203
2.3184084084084082,0.95246392995521,0.9415133111267799,0.9635419140065302
2.374954954954955,0.9513552362937712,0.9401595189388419,0.9626842757973003
2.4315015015015016,0.9502494250744328,0.9388097765863761,0.9618284687422096
2.4880480480480482,0.9491465271021836,0.9374641221649886,0.9609745147682424
2.5445945945945945,0.9480465730291449,0.9361225935246357,0.960122435725244
2.601141141141141,0.94694959335566,0.9347852282715526,0.9592722533864827
2.657687687687688,0.9458556184313954,0.9334520637701975,0.9584239894492168
