id,ref_number,first_author,effect_measure,outcome_type,type,totalpersons,personyrs,dose,RR,logrr,cases,uci_effect,lci_effect,se
1,23,Bennett DA.,hr,Fatal,ci,18984,711907,10.23,1,0,1170,NA,NA,NA
1,23,Bennett DA.,hr,Fatal,ci,18236,683865,29.58,0.92,-0.08338160893905101,1034,0.98,0.86,0.03332208740756962
1,23,Bennett DA.,hr,Fatal,ci,20164,756140,42.99,0.89,-0.11653381625595151,1106,0.94,0.84,0.028693890376022796
1,23,Bennett DA.,hr,Fatal,ci,19126,717231,58.3,0.8,-0.2231435513142097,943,0.86,0.75,0.03491369836301204
1,23,Bennett DA.,hr,Fatal,ci,20958,785937,77.6,0.72,-0.3285040669720361,930,0.78,0.67,0.03878035731720331
2,28,Holtermann et al.,hr,Fatal,ci,4414,593242,1.5,1,0,859,NA,NA,NA
2,28,Holtermann et al.,hr,Fatal,ci,13675,1837973,4.5,0.7,-0.35667494393873245,1878,0.76,0.64,0.043840156829970375
2,28,Holtermann et al.,hr,Fatal,ci,10592,1423583,18.2,0.67,-0.40047756659712525,1022,0.73,0.61,0.04581348902113203
3,38,"Zhou, Y",hr,Fatal,ci,2862,14608,0,1,0,99,NA,NA,NA
3,38,"Zhou, Y",hr,Fatal,ci,1521,7763,2.37,0.65,-0.4307829160924542,37,0.95,0.44,0.19635239824646644
3,38,"Zhou, Y",hr,Fatal,ci,8707,44441,11.34,0.51,-0.6733445532637656,171,0.65,0.4,0.12385631052695983
3,38,"Zhou, Y",hr,Fatal,ci,5110,26082,23.87,0.42,-0.8675005677047231,72,0.57,0.31,0.1553763406250379
3,38,"Zhou, Y",hr,Fatal,ci,4995,25495,46.2,0.31,-1.171182981502945,61,0.42,0.22,0.1649589405788997
3,38,"Zhou, Y",hr,Fatal,ci,1411,7202,78.47,0.32,-1.1394342831883648,18,0.53,0.19,0.26170198597460936
4,70,"Shiroma, E",hr,Fatal,ci,11941,194422,0.96,1,0,233,NA,NA,NA
4,70,"Shiroma, E",hr,Fatal,ci,5763,94749,3.77,0.74,-0.3011050927839216,77,0.97,0.57,0.13562996944395328
4,70,"Shiroma, E",hr,Fatal,ci,7569,125337,8.27,0.78,-0.2484613592984996,90,0.99,0.62,0.11938624096690248
4,70,"Shiroma, E",hr,Fatal,ci,8291,136513,17.57,0.58,-0.5447271754416722,147,0.74,0.45,0.12689075089065371
4,70,"Shiroma, E",hr,Fatal,ci,5107,84055,30.21,0.64,-0.4462871026284195,73,0.85,0.49,0.1405206837280109
5,101,Lee J,hr,Fatal,ci,15366,1083112,0,1,0,155,NA,NA,NA
5,101,Lee J,hr,Fatal,ci,8164,575418,3.29,0.88,-0.12783337150988489,66,1.21,0.63,0.1664968908493407
5,101,Lee J,hr,Fatal,ci,3192,225014,15.48,0.79,-0.23572233352106983,28,1.24,0.5,0.23170286988463018
5,101,Lee J,hr,Fatal,ci,1324,93337,58,0.44,-0.8209805520698302,11,0.91,0.21,0.3740724524429293
6,103,Paganini-Hill A.,hr,Fatal,ci,2694,36369,0,1,0,1760,NA,NA,NA
6,103,Paganini-Hill A.,hr,Fatal,ci,4121,55634,4.38,0.85,-0.16251892949777494,2286,0.91,0.8,0.03286613245426593
6,103,Paganini-Hill A.,hr,Fatal,ci,4492,60642,15.31,0.77,-0.2613647641344075,2252,0.83,0.72,0.036269668703608045
6,103,Paganini-Hill A.,hr,Fatal,ci,2089,28202,37.19,0.74,-0.3011050927839216,934,0.81,0.68,0.044628740853466686
