dose,RR,lb,ub
0,1,1,1
0.05654654654654655,0.998143585333661,0.997155546144464,0.9991326035290352
0.1130930930930931,0.9962907597299384,0.9943194355052475,0.9982659922752958
0.16963963963963963,0.9944416585181527,0.9914918944961738,0.9974001983131193
0.2261861861861862,0.9925964159845599,0.9886731467470846,0.9965352536043266
0.28273273273273275,0.9907551653777378,0.9858634131252338,0.9956711899987881
0.33927927927927926,0.9889180389141492,0.9830629117571772,0.9948080392349995
0.3958258258258258,0.9870851677838848,0.980271858051144,0.9939458329406674
0.4523723723723724,0.9852566821565778,0.9774904647198818,0.9930846026333043
0.5089189189189189,0.9834327111874918,0.9747189418039588,0.9922243797208339
0.5654654654654655,0.9816133830237773,0.9719574966955166,0.9913651955022055
0.6220120120120121,0.9797988248108958,0.9692063341624576,0.9905070811680198
0.6785585585585585,0.9779891626992068,0.9664656563730599,0.9896500678011644
0.7351051051051051,0.9761845218507191,0.963735662921005,0.98879418637746
0.7916516516516516,0.9743850264459997,0.9610165508508104,0.987939467766317
0.8481981981981982,0.9725907996912406,0.9583085146836545,0.9870859427314043
0.9047447447447448,0.970801963825482,0.9556117464435847,0.9862336419313271
0.9612912912912913,0.9690186401279859,0.9529264356840963,0.9853825959203183
1.0178378378378379,0.967240948925762,0.9502527695150749,0.9845328351489396
1.0743843843843843,0.965469009601241,0.9475909326300894,0.9836843899647956
1.130930930930931,0.9637029406000942,0.9449411073340284,0.9828372906132585
1.1874774774774774,0.9619428594391968,0.9423034735710673,0.9819915672382066
1.2440240240240241,0.9601888827147329,0.9396782089529607,0.9811472498827731
1.3005705705705706,0.9584411261104407,0.9370654887876472,0.9803043684901092
1.357117117117117,0.9566997044059944,0.9344654861081584,0.9794629529041587
1.4136636636636637,0.9549647314855216,0.9318783717018256,0.9786230328704472
1.4702102102102101,0.9532363203462555,0.9293043141397715,0.9777846380368816
1.5267567567567568,0.9515145831073168,0.9267434798066824,0.9769477979545668
1.5833033033033033,0.9497996310186264,0.9241960329308486,0.9761125420786331
1.63984984984985,0.948091574469945,0.9216621356144691,0.9752788997690791
1.6963963963963964,0.9463905230000391,0.9191419478642087,0.9744469002916283
1.752942942942943,0.9446965853059703,0.916635627622002,0.9736165728186004
1.8094894894894895,0.9430098692525072,0.914143330796097,0.9727879464297978
1.866036036036036,0.9413304818816568,0.9116652112923287,0.9719610501134064
1.9225825825825826,0.939658529422316,0.9092014210456177,0.9711359127669119
1.979129129129129,0.9379941173000377,0.9067521100516862,0.9703125631980334
2.0356756756756758,0.9363373501469147,0.9043174263989837,0.9694910301256703
2.0922222222222224,0.9346883318115745,0.9018975163008168,0.9686713421808685
2.1487687687687687,0.9330471653692887,0.8994925241276764,0.9678535279078013
2.2053153153153153,0.9314139531321904,0.8971025924397555,0.9670376157647687
2.261861861861862,0.929788796659602,0.8947278620196523,0.9662236341252132
2.3184084084084082,0.92817179676847,0.8923684719052524,0.9654116112787547
2.374954954954955,0.9265630535439052,0.8900245594227844,0.9646015754322431
2.4315015015015016,0.9249626663498287,0.8876962602200428,0.9637935547108295
2.4880480480480482,0.9233707338397191,0.8853837082997746,0.9629875771590571
2.5445945945945945,0.9217873539674637,0.8830870360532226,0.9621836707419723
2.601141141141141,0.9202126239983085,0.880806374293821,0.9613818633462546
2.657687687687688,0.9186466405199085,0.8785418522910399,0.960582182781369
2.714234234234234,0.9170894994534756,0.8762935978043711,0.959784656780738
2.7707807807807807,0.9155412960650232,0.8740617371174553,0.9589893130029373
2.8273273273273274,0.9140021249767072,0.8718463950723412,0.9581961790329124
2.883873873873874,0.9124720801782613,0.8696476951038775,0.957405282383219
2.9404204204204203,0.9109512550385255,0.8674657592742296,0.9566166504952871
2.996966966966967,0.9094397423170677,0.8653007083075215,0.9558303107407097
3.0535135135135136,0.907937634175897,0.8631526616245951,0.9550462904225557
3.1100600600600603,0.9064450221912673,0.8610217373778877,0.95426461677671
3.1666066066066065,0.9049619973655707,0.8589080524864215,0.9534853169732392
3.223153153153153,0.90348865013932,0.8568117226709036,0.9527084181177848
3.2796996996997,0.9020250704032197,0.8547328624889333,0.9519339472529853
3.336246246246246,0.9005713475103234,0.8526715853703152,0.9511619313599269
3.3927927927927928,0.8991275702882792,0.8506280036524723,0.9503923973596243
3.4493393393393394,0.8976938270516593,0.8486022286159617,0.949625372114533
3.505885885885886,0.8962702056143774,0.8465943705200868,0.9488608824300927
3.5624324324324323,0.8948567933021881,0.844604538638606,0.9480989550563051
3.618978978978979,0.8934536769652726,0.8426328412955346,0.9473396166893452
3.6755255255255257,0.8920609429909071,0.8406793859010411,0.9465828939732075
3.732072072072072,0.890678677316215,0.8387442789874326,0.9458288135013899
3.7886186186186186,0.8893069654219902,0.8368276262135779,0.9450774018139563
3.8451651651651653,0.8879458587205734,0.8349294764585395,0.944328677151655
3.901711711711712,0.8865953056304542,0.8330497074605395,0.9435826324963842
3.958258258258258,0.8852552354318013,0.8311881657662482,0.942839256062994
4.014804804804805,0.8839255779427923,0.8293446995058911,0.9420985361177309
4.0713513513513515,0.8826062635140903,0.8275191583733906,0.9413604609777612
4.127897897897898,0.8812972230233779,0.8257113936067471,0.9406250190107235
4.184444444444445,0.8799983878699448,0.8239212579686563,0.9398921986343037
4.240990990990991,0.8787096899693331,0.8221486057273636,0.9391619883158339
4.297537537537537,0.8774310617480348,0.8203932926377512,0.9384343765719089
4.354084084084084,0.8761624361382444,0.818655175922657,0.9377093519680239
4.410630630630631,0.8749037465726645,0.8169341142544244,0.9369869031182271
4.467177177177177,0.8736549269793628,0.8152299677366778,0.9362670186847885
4.523723723723724,0.8724159117766831,0.8135425978863244,0.9355496873778826
4.580270270270271,0.8711866358682058,0.8118718676157779,0.9348348979552842
4.6368168168168165,0.8699670346377602,0.810217641215403,0.9341226392220766
4.693363363363363,0.8687570439444865,0.8085797843361765,0.933412900030371
4.74990990990991,0.8675566001179478,0.8069581639725651,0.9327056692790352
4.8064564564564565,0.8663656399532907,0.8053526484456139,0.932000935913434
4.863003003003003,0.8651841007064548,0.8037631073862458,0.931298688925177
4.91954954954955,0.8640119200894297,0.8021894117187681,0.930598917351875
4.9760960960960965,0.8628490362655599,0.8006314336445831,0.9299016102769057
5.032642642642642,0.8616953878448957,0.7990890466261018,0.9292067568291849
5.089189189189189,0.8605509138795919,0.7975621253708555,0.9285143461829463
5.145735735735736,0.8594155538593504,0.7960505458158054,0.9278243675575274
5.202282282282282,0.8582892477069094,0.7945541851118457,0.9271368102171612
5.258828828828829,0.8571719357735769,0.7930729216084986,0.9264516634707749
5.315375375375376,0.8560635588348086,0.7916066348387979,0.9257689166717931
